Date,Returns,Social_Scores,Environment_Scores,Sentiment_Scores
5/21/2021,-0.004577205,6.34,7.28,0
5/24/2021,0.010553319,6.34,7.28,0
5/25/2021,0.001939541,6.34,7.28,0
5/26/2021,0.019133247,6.34,7.28,0
5/27/2021,-0.002410609,6.34,7.28,0
5/28/2021,0.001284084,6.34,7.28,0
6/1/2021,-0.01429005,6.34,7.28,0
6/2/2021,-0.002527633,6.34,7.28,0
6/3/2021,0,6.34,7.28,0
6/4/2021,-0.003204883,6.34,7.28,0
6/7/2021,0.001570224,6.34,7.93,0
6/8/2021,-0.004479304,6.34,7.93,0
6/9/2021,-0.011323662,6.34,7.93,0
6/10/2021,-0.006523046,6.34,7.93,0
6/11/2021,0.007329491,6.34,7.93,0
6/14/2021,-0.004396023,6.34,7.93,0
6/15/2021,-0.008145555,6.34,7.93,0
6/16/2021,0.000844261,6.34,7.93,0
6/17/2021,-0.011349637,6.34,7.93,0
6/18/2021,-0.003955906,6.34,7.93,0
6/21/2021,0.01300512,6.34,7.93,0
6/22/2021,0.018450153,6.34,7.93,0
6/23/2021,0.004680024,6.34,7.93,0
6/24/2021,0.003756572,6.34,7.93,0
6/25/2021,0.155314411,6.1,7.93,0
6/28/2021,-0.012892797,6.1,7.93,0
6/29/2021,0.023562551,6.1,7.93,0
6/30/2021,-0.009361885,6.1,7.93,0
7/1/2021,0.022719878,6.1,7.93,0
7/2/2021,0.01101268,6.1,7.93,0
7/6/2021,0.002316228,6.1,7.93,0
7/7/2021,0.000312342,6.1,7.93,0
7/8/2021,0.002934549,6.1,7.93,0
7/9/2021,0.002303395,6.1,7.93,0
7/12/2021,0.005093169,6.1,7.93,0
7/13/2021,-0.001421385,6.1,7.93,0
7/14/2021,-0.000309387,6.1,7.93,0
7/15/2021,0.000928638,6.1,7.93,0
7/16/2021,-0.01137984,6.1,7.93,0
7/19/2021,-0.01238666,6.1,7.93,0
7/20/2021,0.011845246,6.1,7.93,0
7/21/2021,0.008388578,6.1,7.93,0
7/22/2021,0.01614106,6.1,7.93,0
7/23/2021,0.0163734,6.1,7.93,0
7/26/2021,-0.007634084,6.1,7.93,0
7/27/2021,-0.003149651,6.1,7.93,0
7/28/2021,0.005407945,6.1,7.93,0
7/29/2021,0.009246958,6.1,7.93,0
7/30/2021,0.003113906,6.1,7.93,0
8/2/2021,0.007402565,6.1,7.93,0
8/3/2021,0.01469634,6.1,7.93,0
8/4/2021,0.003971261,6.1,7.93,0
8/5/2021,0.01128503,6.1,7.93,0
8/6/2021,-0.006039739,6.1,7.93,0
8/9/2021,-0.005960659,6.1,7.93,0
8/10/2021,0.002910868,6.1,7.93,0
8/11/2021,-0.005804838,6.1,7.93,0
8/12/2021,-0.003678433,6.1,7.93,0
8/13/2021,0.006153356,6.1,7.93,0
8/16/2021,0.003902402,6.1,7.93,0
8/17/2021,-0.009863108,6.1,7.93,0
8/18/2021,-0.01084028,6.1,7.93,0
8/19/2021,-0.019074766,6.1,7.93,0
8/20/2021,0.013285858,6.1,7.93,0
8/23/2021,0.011502556,6.1,7.93,0
8/24/2021,0.001531819,6.1,7.93,0
8/25/2021,-0.000823543,6.1,7.93,0
8/26/2021,-0.017192665,6.1,7.93,0
8/27/2021,0.005610715,6.1,7.93,0
8/30/2021,0.002685266,6.1,7.93,0
8/31/2021,-0.019579797,6.1,7.93,0
